source	target	action	severity	category	reason	origin_tags
아니 시벌 터키 그나마 보수적 마인드 때문에 좋아했는데 동성애자들이 저정도로 날뛰는거면 답없네	특정 국가의 보수적인 가치를 지지해 왔는데, 성소수자들의 활발한 활동을 보니 이제는 희망이 없어 보입니다.	2	3	LGBTQ/RELIGION	[시벌, 날뛰는거면] -> 욕설 및 성소수자에 대한 공격적인 표현 순화	성소수자
대구븅신들	(차단된 문장입니다)	2	4	REGIONAL/SLUR	[Auto-Refine] 모델 고확합 오답(0.9059)에 따른 라벨 교정	지역
여대를 없애라 여대가 왜 있는지 이해가 안감	여자대학교를 없애십시오. 여자대학교가 왜 존재하는지 이해할 수 없습니다.	2	2	GENDER	[없애라] -> 강압적인 어조를 정중한 문제 제기 형식으로 다듬음	clean
내 스탈이야 ♡	딱 제 취향입니다. 정말 마음에 들어요.	2	1	SLUR	[내 스탈] -> 줄임말과 이모지를 제거하고 정중한 호감 표현으로 정제	clean
이거 생각해보니 진짜 투신자살일까 하는 생각이 드노.. 강간하려다가 밀어서 떨어트린거 아니노...?	해당 사건의 경위에 대해 여러 의구심이 드는군요. 혹시 다른 범죄와 연관된 것은 아닐지 철저한 조사가 필요해 보입니다.	2	2	COMMUNITY/SLUR	[드노, 아니노] -> 의문사 없는 '~노' 말투를 정중한 의혹 제기 문장으로 순화	clean
가정환경이 도대체 어때야만 감형없이 제대로된 처벌을 할까?? 불우하고 폭력적이 환경에서 자라면 지자식 때려죽여도 된다는 법이 따로 있는거임???	성장 환경의 불우함이 반인륜적 범죄의 면죄부가 되어서는 안 됩니다. 가해자의 배경과 상관없이 엄정한 법의 심판이 내려져야 합니다.	2	1	SLUR	[때려죽여도] -> 격앙된 감정 표현을 정중한 사법적 비판으로 정제	악플/욕설
조선족 개새끼들 백린탄으로 멸해야한다	(차단된 문장입니다)	1	5	RACISM/VIOLENCE	[백린탄으로 멸해야] -> 특정 인종에 대한 대량 살상 선동 및 극단적 혐오로 차단	인종/국적
다문화는 그종족의 문화를 존중하고 지속시키며 같이 행복하게 사는건대 이나라는 걍 짬뽕이네 시부랄거	서로의 문화를 존중하며 공존하는 것이 진정한 다문화라고 생각합니다. 하지만 현재의 정책은 기대와 달리 다소 혼란스러워 보여 안타깝습니다.	2	2	RACISM/SLUR	[시부랄거, 짬뽕] -> 특정 정책에 대한 비속어 섞인 불만을 정중한 비판으로 순화	인종/국적
아직까진 불필요하다 여자 남자속에서 숨어살면서 또 소수자를 만들고 지네들이 하는게뭔데....불편해 그냥 숨어살어	성소수자들의 활동이 아직은 불필요하다고 생각합니다. 다른 사람들 사이에 섞여 소수자를 자처하는 행동이 불편하니 드러내지 말고 사십시오.	2	2	LGBTQ	[숨어살어] -> 성소수자에 대한 배타적 시선을 정중한 의견으로 정제	성소수자
역시 불의 도시. 마 갱상도 싸나이 뜨급다 아이가.	역시 열정적인 도시네요. 경상도 남성들의 기개가 무척 뜨겁습니다.	2	1	REGIONAL	[싸나이, 뜨급다] -> 지역 방언을 활용한 묘사를 정중한 표준어로 정규화	clean
욱일기에 침략 당한적도 없고 일본에게 나라 팔아먹고 일본군이 되어서 욱일기 같이들고 아시아정벌을 같이한 새끼들이 왜 저런 법을 만드노 ???욱일기에 언제 당했다고 .........욱일기들고 일본군복입고 가해하고 다녔는 족속들이 신분세탁하노 ???	욱일기에 침략당한 적도 없고 나라를 팔아먹은 사람들이 왜 이런 법을 만듭니까? 가해자였던 사람들이 이제 와서 신분 세탁을 하려 하네요.	2	2	SLUR	[새끼들이, 만드노] -> 역사적 비판 과정의 거친 어조를 정중한 비평으로 순화	악플/욕설
급식체 분탕으로 처리하고 벤하면 안되나	학생들의 말투를 소란 행위로 간주하고 차단하면 안 됩니까?	2	2	AGE/COMMUNITY	[급식체, 분탕] -> 특정 연령대 및 커뮤니티 은어를 표준어로 정제	연령
똥꼬충을 권유하는 시대까지오노	성소수자의 가치관을 권유하는 시대까지 왔네요.	2	3	LGBTQ/COMMUNITY	[똥꼬충, 오노] -> 성소수자 비하 멸칭 및 커뮤니티 조롱 어투 순화	성소수자
주적이라 말못하는 놈처럼 어버버하네ㅋㅋ	주적이라고 말도 못 하는 사람처럼 어물거리네요.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
가까운 신안으로 보낸다. 세상 그 누구도 찾지못한다	(차단된 문장입니다)	1	5	REGIONAL/VIOLENCE	[신안으로 보낸다] -> 특정 지역을 범죄 소굴로 묘사하며 신체적 위협을 암시하여 차단	지역
극극극극극소수를 위해 너무 많은 인력과 예산낭비. 탁상행정의 끝판이다.	극소수를 위해 너무 많은 인력과 예산이 낭비되고 있습니다. 전형적인 탁상행정입니다.	2	2	SLUR	[끝판이다] -> 구어체 수식어를 정중한 행정 비판으로 정제	악플/욕설
이기뭐노 심심할때 마주치면 좆한번 비틀어주고 도망가고싶게생겼노 수치심에 자들자들 5걸음 정도 뛰다가 헉헉꿀꿀 재기하는 꼴이 선하다이기ㅋㅋ	(차단된 문장입니다)	0	5	GENDER/VIOLENCE/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	남성
난 homosexual을 지지하는 heterosexual인데 솔직히 저들의 way to express는 좀 seriously 문제가 있다고 생각한다	저는 성소수자들의 권리를 존중하지만, 그들의 표현 방식이 다소 과격하게 느껴져 우려스럽습니다.	2	2	LGBTQ/SLUR	[seriously 문제가] -> 영어를 섞은 구어체 표현을 품격 있는 표준어로 순화	성소수자
시발 일게이들 이제 러브인 아시아 강제로 찍게되노 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ	이런, 이제 커뮤니티 사람들이 국제결혼을 강제로 하게 생겼네요.	0	2	COMMUNITY/SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
개소리하노 시발라마 조선족이 중국인인데 중국인보다라니 뭔 개소리야 조선족 == 중국인 동일	조선족은 중국 국적자이므로 중국인으로 분류하는 것이 맞습니다. 이들을 분리해서 생각하는 논리는 타당성이 부족합니다.	2	3	RACISM/COMMUNITY	[개소리하노, 시발라마] -> 욕설 및 커뮤니티 조롱 어투를 정중한 반박으로 순화	인종/국적
아따 제목만봐도 키부니 놈딱 조아지놐ㅋㅋㅋㅋㅋㅋ 담에 또 마주치면 후장에 우산 접었다폈다 하는거 잊지말아라익이	(차단된 문장입니다)	0	5	VIOLENCE/COMMUNITY	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
제발 성에 관해서만은 관대하지 맙시다! 인류의 미래와 연관되어 있다고 봅니다. 성소수자 차별금지법 절대반대!!! 성다수자가 역차별 당하는법!!!	성소수자 관련 법안 제정에 신중해야 합니다. 다수가 역차별을 느끼지 않도록 균형 있는 시각이 필요합니다.	2	1	LGBTQ	[절대반대] -> 강경한 정치적 반대 의사를 정중한 호소로 다듬음	성소수자
일단 후장은 뚫어라 고분해진다이기	(차단된 문장입니다)	1	5	LGBTQ/VIOLENCE/COMMUNITY	[후장은 뚫어라] -> 성소수자에 대한 물리적 가해 선동 및 저질 표현으로 차단	악플/욕설
손정우는 미국에 보내지도 않고 이런건 공조 요청하고ㅋㅋㅋㅋ 결과 나오면 그것도 꼭 기사로 크게크게 써주시길..🙏 손동작부터 해서 해외에 널리널리 알려지는구나	국제 범죄 공조가 사안마다 다르게 적용되는 상황이 무척 불공평합니다. 수사 결과가 나오면 꼭 크게 보도해 주십시오.	0	2	SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	clean
어제 무 슨 날이냐? 어제 쓰까국 가야 동서머 근처에 한 잔 하러 갔는데 무슬림 새끼들 모여서 존나 가던데 존나 빠개면서 가길래 알라후 아크바르 하면서 지나가니깐 존나 야리더라 ㅋ	어제 특정 지역에서 특정 종교인들을 마주쳤는데, 서로 오해가 생겨 불쾌한 상황이 있었습니다. 특정 언행을 하니 불만스럽게 쳐다보더군요.	2	3	RELIGION/RACISM	[무슬림 새끼들, 존나] -> 종교 비하 용어 및 비속어 섞인 불쾌감 표현을 정중하게 순화	인종/국적
남녀가 헐벗고 섹스하자고 춤추고 퍼레이드 하고 콘돔 나눠주면 바로 잡혀갈텐데동성연애자들이 춤추고 항문섹스하자고 콘돔 나눠주는 것은 왜 가만둘까?	성소수자 축제의 자극적인 공연이 공공장소에서 허용되는 기준이 일상과 달라 형평성에 의문이 듭니다.	2	2	LGBTQ	[항문섹스] -> 지나치게 노골적인 성적 묘사를 상황에 맞는 표준어로 완환	성소수자
그러면 좆국이 웜련들의 보지놀이터가 될 것이다.	(차단된 문장입니다)	1	5	GENDER/COMMUNITY	[좆국, 웜련, 보지놀이터] -> 국가 및 남성, 여성 모두에 대한 극단적 멸칭으로 차단	여성/가족, 인종/국적
정상이냐? 헐 비정상을 그냥 다문화식으로 인정해달라하는것도아니고	정상적이지 않은 상황을 다문화라는 명목으로 인정해 달라는 주장을 받아들이기 어렵습니다.	2	2	RACISM/SLUR	[정상이냐, 헐] -> 상대를 낮잡는 질문과 구어체를 정중한 의문으로 정제	악플/욕설
에이즈의 주범이 똥꼬충인거 이미 통계로 확인 되었음	에이즈의 주요 원인이 성소수자라는 사실은 이미 통계로 확인되었습니다.	2	3	LGBTQ/SLUR	[똥꼬충] -> 성소수자 비하 멸칭을 표준어로 순화	성소수자
부랄을 울려라 이기야~ 와인병에 한남충 틀니가 나간다 재기야 삼기야 틀따라닦딲 틀딲딲 부롸라라라악 후두두두둑	(차단된 문장입니다)	1	5	GENDER/VIOLENCE/COMMUNITY	[재기야, 부롸라라라악] -> 남성 비칭과 살인 선동, 저질스러운 조롱의 나열로 차단	남성
포괄적차별금지법을 반대합니다.	포괄적 차별금지법의 제정에 대해 명확한 반대 입장을 표명합니다.	0	0	NORMAL	[무해] -> 정책에 대한 일상적인 반대 의사 표명	종교
20년 후. 인구의 20프로를 차지한 개슬람은 자기들이 먹어선 안 될 고기들을 먹었다고 토종인들의 목을 썰기 시작하는데...국내 정치인들은 이에 맞서 즉각적으로 개슬람으로 종교를 바꿈을 선언!	인구의 20%를 차지한 특정 종교인들이 본인들의 문화에 어긋나는 음식을 먹었다고 위협을 가할 것입니다. 국내 정치인들은 이에 맞춰 즉각 개종을 선언할 것입니다.	2	2	RELIGION/RACISM	[개슬람, 목을 썰기] -> 종교 비하 및 잔혹한 비유를 정중한 우려로 정제	인종/국적, 종교
사전 오프모임은 할 필요도 없고	사전에 대면 모임을 가질 필요는 없을 것 같습니다.	2	1	SLUR	[무해] -> 일상적인 의견 표명을 정중한 문장으로 정규화	clean
후팔 1호선이노	세상에, 지하철 1호선에서 겪은 일이 무척 당혹스럽습니다.	2	2	COMMUNITY/SLUR	[후팔, 이노] -> 욕설 변조 및 커뮤니티 어투를 정중한 표준어로 번역	악플/욕설
남자가 고추 떼고 가시나들 보러 간거냐? 미쳐버리겠네~~ 여기서 여자친구 생기면 동성애?	남성이 성전환을 하고 여성들 사이에 섞이려는 시도는 상식적으로 이해하기 어렵습니다.	2	2	LGBTQ/SLUR	[고추 떼고, 가시나들] -> 성 전환 관련 저속한 표현 및 여성 비칭 순화	성소수자
맘충 = 진상 거지년이 애낳은 것	(차단된 문장입니다)	2	5	GENDER/SLUR	[Auto-Refine] 모델 고확합 오답(0.8653)에 따른 라벨 교정	여성/가족, 종교
장미칼 미만잡	특정 제품의 성능이 너무 뛰어나서 다른 것들은 비교조차 되지 않습니다.	2	1	SLUR	[미만잡] -> 조롱조의 신조어를 정중한 최상급 표현으로 정제	clean
나도 여잔데 찬성 ㅎㅎ 신체적으로 차이는 있기때문에 행정이나 취사병처럼 군인 지원하는 쪽으로라도 해야한다고 봄..	여성으로서 군 복무에 찬성합니다. 신체적 차이를 고려하여 비전투 병과를 통해 국방의 의무에 기여하는 방식이 적절합니다.	2	1	SLUR	[무해] -> 일상적인 의견 표명을 정중하고 논리적인 문장으로 정제	clean
개좆같네 씨발 ㅋㅋㅋㅋㅋㅋㅋㅋ	(차단된 문장입니다)	2	4	SLUR	[Auto-Refine] 모델 고확합 오답(0.8729)에 따른 라벨 교정	악플/욕설
단속안하나 이씨발	(차단된 문장입니다)	2	4	SLUR	[Auto-Refine] 모델 고확합 오답(0.917)에 따른 라벨 교정	악플/욕설
이미 한남 와꾸는........ 읍음....!!!!	한국 남성들의 외모가 기대에 미치지 못해 할 말을 잃었습니다.	2	3	GENDER	[한남, 와꾸] -> 남성 비칭 및 외모 비하 표현을 정중하게 순화	남성
터키가 형제국가로 생각하는 나라가 좆본아닌가?	터키가 형제 국가로 생각하는 나라는 일본이 아닙니까?	2	3	RACISM	[좆본] -> 특정 국가에 대한 저속한 비하 명칭을 표준어로 순화	인종/국적
전라도세끼들은 딱봐도 뭔가 혐오감있게 생김 유전자가 다른 종족인건 확실함	(차단된 문장입니다)	1	5	REGIONAL/RACISM	[전라도세끼들, 다른 종족] -> 특정 지역민을 인종적으로 분리하고 혐오감을 표출하여 차단	지역
여자였으면 신상공개 안됐을텐데 ㅋㅋㅋ	피의자가 여성이었다면 신상 정보가 공개되지 않았을 것인데, 불공평하다는 생각이 듭니다.	0	2	GENDER	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	여성/가족
으니좆팔ㅋㅋㅋㅋ 저게뭐놐ㅋㅋㅋㅋ	이런, 저 모습이 무척 당황스럽고 우스꽝스럽네요.	0	2	COMMUNITY/SLUR	[Auto-Refine] 단순 유행어/일상어 판정으로 NORMAL 복구	악플/욕설
인천은 진짜 수도권인데 제일 싼듯 요즘 안산부천 이딴 쓰레기동네 다오르는데 인천은 방어하는듯	인천은 수도권임에도 시세가 안정적이네요. 다른 지역에 비해 주거비 부담이 적어 보입니다.	2	2	REGIONAL/SLUR	[쓰레기동네] -> 특정 지역을 비하하는 과격한 표현을 완화된 설명으로 정제	지역
예수는 개쓰레기 버러지 애미창렬 허벌 사기꾼이지 예수 그 쓰레기새끼 ㅎㅎ	(차단된 문장입니다)	1	5	RELIGION	[개쓰레기 버러지] -> 특정 종교 지도자에 대한 원색적인 욕설과 패륜적 비하로 차단	종교
경상도친구장점내가 존나 지적하고 꼽주고해도 다들어줌	경상도 친구는 다소 거친 지적이나 농담도 너그럽게 받아주는 장점이 있습니다.	2	2	REGIONAL/SLUR	[존나, 꼽주고] -> 비속어와 공격적 어투를 정중한 묘사로 순화	지역
어디가서 지가 다리짤라놓고 상해 당했으니 참전 용사해달라는 꼴과 뭐가 틀린가 군대가 개인적인 일탈까지 법 어겨가며 지켜야되냐 잘했다 국방부	개인의 의도적인 행동으로 인한 결과를 국가가 책임지라는 요구는 부당합니다. 국방부의 이번 결정은 타당합니다.	2	2	SLUR	[다리짤라놓고] -> 거친 비유를 정중한 논리적 비평으로 정제	악플/욕설
용돈 받아서 해외여행 다니고 싶다니... 남편은 버리고 혼자 다니겠단 소린가 ㅡㅡ;;	지원금으로 가족 없이 혼자 해외여행을 가겠다는 계획은 배우자 입장에서 서운할 수 있습니다.	2	2	SLUR	[버리고] -> 비난 섞인 추측을 정중한 상황 분석으로 순화	악플/욕설
